,SMILES,tasks,BRICS
2339,N#Cc1cc(CN2CCC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,Lipo,"{'[5*]N[5*]', '[5*]N1CCC1', '[4*]C[8*]', '[16*]c1ccc([16*])cc1', '[16*]c1ccccc1N', '[1*]C([6*])=O', '[14*]c1ncc([16*])cc1C#N'}"
2340,COc1ccc2c(c1)C(c1ccccc1)=NC(NC(=O)c1ccccc1OC)C(=O)N2,Lipo,"{'[5*]N[5*]', '[16*]c1ccccc1[16*]', '[3*]OC', '[13*]C1N=C(c2ccccc2)c2cc([16*])ccc2NC1=O', '[1*]C([6*])=O'}"
2341,Cn1nnc2c(C(N)=O)ncn2c1=O,ClinTox:Lipo,"{'[6*]C(N)=O', '[14*]c1ncn2c(=O)n(C)nnc12'}"
2342,Cc1c2c(cn1C)NC(=O)CN=C2c1ccccc1,BBBP,{'Cc1c2c(cn1C)NC(=O)CN=C2c1ccccc1'}
2343,COc1ccccc1CN(C(C)=O)c1cnccc1Oc1ccccc1,Lipo,"{'[16*]c1ccccc1[16*]', '[3*]OC', '[4*]C[8*]', '[3*]O[3*]', '[1*]C(C)=O', '[5*]N([5*])[5*]', '[16*]c1ccncc1[16*]', '[16*]c1ccccc1'}"
2344,CSC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,BBBP,"{'[15*]C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C', '[6*]C(=O)SC'}"
2345,COc1ccc2c(C)nc(NC(=N)N)nc2c1,Lipo,"{'[5*]NC(=N)N', '[3*]OC', '[14*]c1nc(C)c2ccc([16*])cc2n1'}"
2346,NC(=O)N1c2ccccc2C=Cc2ccccc21,BBBP:ClinTox:Lipo,"{'[5*]N1c2ccccc2C=Cc2ccccc21', '[1*]C(N)=O'}"
2347,O=S(=O)([O-])CCS,ClinTox,{'O=S(=O)([O-])CCS'}
2348,Nc1ccn(C[C@@H](CO)OCP(=O)([O-])[O-])c(=O)n1,ClinTox,"{'[3*]OCP(=O)([O-])[O-]', '[9*]n1ccc(N)nc1=O', '[4*][C@@H](C[8*])CO'}"
2349,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,ESOL,"{'[5*]N[5*]', '[10*]N1CC(=O)N([10*])C1=O', '[4*]C(C)C', '[1*]C([1*])=O', '[16*]c1cc(Cl)cc(Cl)c1'}"
2350,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],ClinTox,"{'[5*]N[5*]', '[1*]C([6*])=O', '[16*]c1c(Cl)cccc1Cl', '[14*]c1noc(C)c1[16*]', '[6*]C(=O)[O-]', '[13*][C@@H]1N2C(=O)[C@@H]([15*])[C@H]2SC1(C)C'}"
2351,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C2CC2)cc2c1CCCS(=O)(=O)N2C,BACE,"{'[5*]N[5*]', '[5*][NH2+][5*]', '[16*]c1cc([16*])c2c(c1)N(C)S(=O)(=O)CCC2', '[15*]C1CC1', '[4*]CC', '[1*]C([6*])=O', '[4*]CC(O)C([4*])C[8*]', '[16*]c1ccccc1'}"
2352,NC(CCSCc1csc([NH+]=C(N)N)n1)=NS(N)(=O)=O,ClinTox,"{'[4*]CCC(N)=NS(N)(=O)=O', '[11*]S[11*]', '[4*]C[8*]', '[14*]c1csc([NH+]=C(N)N)n1'}"
2353,NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,BBBP,"{'[5*]N[5*]', '[8*]CO', '[8*]CN', '[13*]C1OC([13*])C(O)C(O)C1O', '[3*]O[3*]', '[13*]C1OC([13*])C(O)C(N)C1O', '[15*]C1CC(N)C([15*])C(O)C1[15*]', '[4*]CC(O)CCN'}"
2354,Cc1cnc(NC(=O)Cc2ccccc2)s1,Lipo,"{'[5*]N[5*]', '[14*]c1ncc(C)s1', '[1*]C(=O)C[8*]', '[16*]c1ccccc1'}"
2355,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,BBBP:ClinTox:ESOL,"{'[8*]C(C)CCC', '[15*]C1([15*])C(=O)NC(=S)NC1=O', '[8*]CC'}"
2356,C=CCCCCCCC,ESOL:FreeSolv,{'C=CCCCCCCC'}
2357,C[C@H]([NH2+]C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(N(c2ccccc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,BACE,"{'[5*]N[5*]', '[1*]C(=O)[C@@H]([4*])C', '[16*]c1cccc([16*])c1', '[12*]S(C)(=O)=O', '[5*][NH2+][5*]', '[4*]C[C@@H](O)[C@@H]([4*])C[8*]', '[1*]C([6*])=O', '[5*]N([5*])[5*]', '[15*]C1CCCCC1', '[16*]c1ccccc1'}"
2358,Clc1ccc2[nH]ncc2c1,Lipo,{'Clc1ccc2[nH]ncc2c1'}
2359,Cc1cn([C@H]2CCCN([C@H](CC3CCCCC3)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,Lipo,"{'[5*]N1CCC[C@H]([15*])C1', '[9*]n1cc(C)c(=O)[nH]c1=O', '[3*]O[3*]', '[16*]c1ccc([16*])c([16*])c1', '[4*][C@@H]([8*])C[8*]', '[16*]c1cccc(Cl)c1', '[15*]C1CCCCC1', '[6*]C(=O)O'}"
2360,CC1(C)S[C@@H]2[C@H](/[NH+]=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)[O-],ClinTox,"{'[13*][C@@H]1N2C(=O)[C@@H](/[NH+]=C/N3CCCCCC3)[C@H]2SC1(C)C', '[6*]C(=O)[O-]'}"
2361,COc1ccc(C2(c3cccc(-c4cc(Cl)cc(Cl)c4)c3)N=C(N)N3CCCN=C32)cc1,BACE,"{'[13*]C1([13*])N=C(N)N2CCCN=C21', '[16*]c1cccc([16*])c1', '[3*]OC', '[16*]c1ccc([16*])cc1', '[16*]c1cc(Cl)cc(Cl)c1'}"
2362,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,BBBP,"{'[16*]c1ccc(C2=NN=C(C)C(CC)c3cc([16*])c([16*])cc32)cc1[16*]', '[3*]OC'}"
2363,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)[C@H](C)O)CC4)cc3)n2)n1C(C)C,Lipo,"{'[5*]N[5*]', '[1*]C(=O)[C@H](C)O', '[8*]C(C)C', '[14*]c1ccnc([14*])n1', '[16*]c1ccc([16*])cc1', '[9*]n1c([14*])cnc1C', '[5*]N1CCN([5*])CC1'}"
2364,CCc1ccc2ccccc2c1,ESOL,"{'[8*]CC', '[16*]c1ccc2ccccc2c1'}"
2365,CN1C[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)C1=O,BACE,"{'[5*]N[5*]', '[16*]c1ccc(F)c([16*])c1', '[1*]C([6*])=O', '[13*][C@@]1(C)CN(C)C(=O)C(N)=N1', '[14*]c1ccc(Cl)cn1'}"
2366,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,Lipo,"{'[16*]c1ccc(F)cc1', '[5*]N1CCC([15*])CC1', '[6*]C([6*])=O', '[16*]c1ccc(Cl)cc1', '[1*]C([6*])=O'}"
2367,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,ESOL,{'ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl'}
2368,c1cn(-c2ccc(Oc3nccc(Oc4ccc5c(c4)OCO5)n3)cc2)cn1,Lipo,"{'[9*]n1ccnc1', '[16*]c1ccc([16*])cc1', '[3*]O[3*]', '[16*]c1ccc2c(c1)OCO2', '[14*]c1ccnc([14*])n1'}"
2369,CCCCc1[nH+]cc(/C=C(\Cc2cccs2)C(=O)[O-])n1Cc1ccc(C(=O)[O-])cc1,ClinTox,"{'[8*]CCCC', '[16*]c1ccc([16*])cc1', '[8*]C[8*]', '[6*]C(=O)[O-]', '[7*]C[8*]', '[7*]C(C[8*])C(=O)[O-]', '[14*]c1cccs1', '[9*]n1c([14*])c[nH+]c1[14*]'}"
2370,CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,BBBP,"{'[6*]C(=O)CO', '[15*]C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C'}"
2371,Nc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,Lipo,"{'[5*]N[5*]', '[4*]C[8*]', '[16*]c1cc(N)ccc1Cl', '[1*]C([6*])=O', '[15*]C12CC3CC(CC(C3)C1)C2'}"
2372,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,Lipo,"{'[3*]OC', '[14*]c1nc(N)c2cc([16*])c([16*])cc2n1', '[14*]c1ccco1', '[1*]C([6*])=O', '[5*]N1CCN([5*])CC1'}"
2373,CCC(CC)CO,ESOL,{'CCC(CC)CO'}
2374,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccc(NC(=O)OC)cc2)cc1,Lipo,"{'[5*]N[5*]', '[16*]c1ccc(F)cc1', '[3*]OC', '[4*]C[8*]', '[16*]c1ccc([16*])cc1', '[5*]N1CCC([7*])CC1', '[4*]CC', '[1*]C([6*])=O', '[1*]C([1*])=O', '[5*]N([5*])[5*]', '[7*]C([8*])[8*]'}"
2375,CCn1c(=O)ccc2cnc(Nc3ccc(OC)c(OC)c3)nc21,Lipo,"{'[5*]N[5*]', '[8*]CC', '[3*]OC', '[16*]c1ccc([16*])c([16*])c1', '[9*]n1c(=O)ccc2cnc([14*])nc21'}"
2376,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,BBBP:ClinTox,"{'[11*]SC(C)=O', '[15*][C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12'}"
2377,CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,BBBP,"{'[4*]C[8*]', '[5*]N1CC(=O)NC(=O)C1', '[15*][C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1'}"
2378,CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(N2CCOCC2)c1,Lipo,"{'[10*]N1C(=O)N([10*])C(C)(C)C1=O', '[16*]c1ccc([16*])cc1', '[8*]C[8*]', '[5*]N1CCOCC1', '[14*]c1cc([16*])ccn1', '[11*]SC(F)(F)F'}"
2379,Cc1ccc(NC(=O)c2ccc(CN3CC[NH+](C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,ClinTox,"{'[5*]N1CC[NH+](C)CC1', '[5*]N[5*]', '[4*]C[8*]', '[16*]c1ccc([16*])cc1', '[16*]c1cccnc1', '[16*]c1ccc(C)c([16*])c1', '[1*]C([6*])=O', '[14*]c1ccnc([14*])n1'}"
2380,COC(COCc1ccccc1)CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,BACE,"{'[5*]N[5*]', '[16*]c1cc([16*])cc([16*])c1', '[3*]OC', '[12*]S(C)(=O)=O', '[4*]C[8*]', '[16*]c1ccccc1', '[16*]c1cc(F)cc(F)c1', '[5*]N([5*])C', '[4*]C([8*])C', '[3*]O[3*]', '[1*]C([6*])=O', '[4*]CC([4*])CC(O)C([4*])C[4*]'}"
2381,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,ESOL,"{'[16*]c1ccc(Cl)c(Cl)c1Cl', '[16*]c1c(Cl)cc(Cl)c(Cl)c1Cl'}"
2382,CN1CCNc2nc(CCOc3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc21,Lipo,"{'[5*]N[5*]', '[16*]c1ccc([16*])cc1', '[14*]c1ccc2c(n1)NCCN2C', '[3*]O[3*]', '[4*]CC[8*]', '[16*]c1c(Cl)cccc1Cl', '[1*]C([6*])=O', '[4*][C@@H](C[8*])C(=O)O'}"
2383,Cc1ccc2c(c1)c(-c1ccnc3c(C(F)(F)F)cccc13)c(C)n2CC(=O)O,Lipo,"{'[16*]c1ccnc2c([16*])cccc12', '[8*]C(F)(F)F', '[9*]n1c(C)c([16*])c2cc(C)ccc21', '[8*]CC(=O)O'}"
2384,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,BBBP,"{'[5*]N[5*]', '[1*]C(=O)[C@@H]([8*])N', '[15*][C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12', '[16*]c1ccccc1'}"
2385,CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1,ClinTox,"{'[14*]c1ccc2ccc([16*])cc2n1', '[14*]c1nc([14*])n2ccnc(N)c12', '[15*]C1CC(C)(O)C1', '[16*]c1ccccc1'}"
2386,COc1cccc(-c2cc3c(N[C@H]4CCCNC4)ncc(C(N)=O)c3s2)c1,Lipo,"{'[5*]N[5*]', '[6*]C(N)=O', '[16*]c1cccc([16*])c1', '[3*]OC', '[14*]c1cc2c([14*])ncc([16*])c2s1', '[15*][C@H]1CCCNC1'}"
2387,CC(C)(C)Cc1cc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)C2O)no1,BACE,"{'[4*]C[8*]', '[5*][NH2+][5*]', '[8*]CC(C)(C)C', '[8*]C[8*]', '[4*]C(C(F)(F)F)C(F)(F)F', '[14*]c1cc([14*])on1', '[3*]O[3*]', '[15*]C1CS(=O)(=O)CC([15*])C1O', '[16*]c1cc([16*])c(N)c(F)c1'}"
2388,CC(C)(CO)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)C2O)c1,BACE,"{'[16*]c1cccc([16*])c1', '[4*]C[8*]', '[5*][NH2+][5*]', '[8*]C[8*]', '[4*]C(C(F)(F)F)C(F)(F)F', '[3*]O[3*]', '[15*]C1CS(=O)(=O)CC([15*])C1O', '[8*]C(C)(C)CO', '[16*]c1cc([16*])c(N)c(F)c1'}"
2389,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4c(s3)COCC4)CC2)CC1,Lipo,"{'[5*]N[5*]', '[14*]c1nc2c(s1)COCC2', '[15*][C@@H]1CCCC[C@H]1[15*]', '[4*]C1(C#N)CC1', '[1*]C([6*])=O', '[5*]N1CCN([5*])CC1'}"
2390,C[N+](=O)[O-],ESOL:FreeSolv,{'C[N+](=O)[O-]'}
2391,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,ClinTox,"{'[6*]C(=O)CO', '[15*][C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C', '[13*][C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C'}"
2392,CN(C)CC(=O)C=C1c2ccccc2CCc2ccccc21,BBBP,"{'[5*]N(C)C', '[4*]CC(=O)C[7*]', '[7*]C1c2ccccc2CCc2ccccc21'}"
2393,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Cl,Lipo,"{'[5*]N[5*]', '[4*]C[8*]', '[16*]c1ccccc1Cl', '[1*]C([6*])=O', '[15*]C12CC3CC(CC(C3)C1)C2'}"
2394,CCCCOC,ESOL,"{'[4*]CCCC', '[3*]OC'}"
2395,COc1cc(N2CCCN(C)CC2)c2[nH]c(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(=O)c2c1,Lipo,"{'[5*]N[5*]', '[3*]OC', '[16*]c1ccc([16*])cc1', '[5*]N1CCOCC1', '[1*]C([6*])=O', '[14*]c1cc(=O)c2cc([16*])cc([16*])c2[nH]1', '[5*]N1CCCN(C)CC1'}"
2396,FC(F)=C(F)C(F)(F)F,FreeSolv,{'FC(F)=C(F)C(F)(F)F'}
2397,COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,Lipo,"{'[5*]N[5*]', '[16*]c1ccccc1[16*]', '[4*]C[8*]', '[3*]OC', '[16*]c1cccc([16*])c1', '[5*]N([5*])C', '[4*]CC[8*]', '[4*]C[C@@H]([8*])O', '[16*]c1ccc(O)c2[nH]c(=O)sc12'}"
2398,NC1(c2ccc(-c3c(-c4ccccc4)ncc4nccn34)cc2)CCC1,Lipo,"{'[15*]C1(N)CCC1', '[14*]c1ncc2nccn2c1[14*]', '[16*]c1ccc([16*])cc1', '[16*]c1ccccc1'}"
2399,N#Cc1ccc2c(c1)C1=C(CCN(CC3CCCC3)CC1)c1ccccc1O2,BBBP,"{'[5*]N1CCC2=C(CC1)c1cc(C#N)ccc1Oc1ccccc12', '[4*]C[8*]', '[15*]C1CCCC1'}"
2400,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]C(C)C3)c(F)c21,ClinTox,"{'[5*]N1CC[NH2+]C(C)C1', '[8*]CC', '[6*]C(=O)[O-]', '[9*]n1cc([16*])c(=O)c2cc(F)c([16*])c(F)c21'}"
2401,O=S(=O)(Nc1ncns1)c1cc(F)c(Oc2ccc(Cl)cc2-c2ccnn2C2CNC2)cc1F,Lipo,"{'[5*]N[5*]', '[9*]n1nccc1[14*]', '[12*]S(=O)(=O)c1cc(F)c([16*])cc1F', '[16*]c1ccc(Cl)cc1[16*]', '[14*]c1ncns1', '[3*]O[3*]', '[15*]C1CNC1'}"
2402,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,ClinTox,"{'[5*]N[5*]', '[16*]c1cc([16*])cc([16*])c1', '[8*]C(F)(F)F', '[9*]n1cnc(C)c1', '[16*]c1cccnc1', '[16*]c1ccc(C)c([16*])c1', '[1*]C([6*])=O', '[14*]c1ccnc([14*])n1'}"
2403,Cc1cc(C)cc(-c2[nH]c3ccccc3c2CCNCCCCc2ccncc2)c1,Lipo,"{'[5*]N[5*]', '[4*]CCCC[8*]', '[16*]c1cc(C)cc(C)c1', '[16*]c1ccncc1', '[14*]c1[nH]c2ccccc2c1[16*]', '[4*]CC[8*]'}"
2404,CNC1=Nc2ncccc2C(c2cccs2)=NC1c1cccs1,Lipo,"{'[13*]C1N=C(c2cccs2)c2cccnc2N=C1NC', '[14*]c1cccs1'}"
2405,COCc1cc2cc(c1)C(=O)NC(C(O)C[NH2+]C(c1cccc(C(C)(C)C)c1)C(F)(F)F)Cc1cccc(c1)OCCCCN2,BACE,"{'[16*]c1cccc([16*])c1', '[4*]C[8*]', '[3*]OC', '[5*][NH2+][5*]', '[13*]C1Cc2cccc(c2)OCCCCNc2cc([16*])cc(c2)C(=O)N1', '[4*]CC([8*])O', '[4*]C([8*])C(F)(F)F', '[8*]C(C)(C)C'}"
2406,NNCC1CCCCC1,BBBP,"{'[8*]CNN', '[15*]C1CCCCC1'}"
2407,CC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,BBBP,"{'[15*][C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C', '[6*]C(C)=O'}"
2408,C[NH+]1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,ClinTox,"{'[5*]N1CC[NH+](C)CC1', '[3*]O[C@H]1c2nccnc2C(=O)N1[10*]', '[1*]C([1*])=O', '[14*]c1ccc(Cl)cn1'}"
2409,C1CCc2c(c3c(N4CCCC4)nc(N4CCCC4)nc3n2CCN2CCOCC2)C1,Lipo,"{'[5*]N1CCCC1', '[5*]N1CCOCC1', '[9*]n1c2c(c3c([14*])nc([14*])nc31)CCCC2', '[4*]CC[8*]'}"
2410,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,Lipo,"{'[8*]CC(C)C', '[16*]c1ccccc1[16*]', '[11*]S[11*]', '[8*]C[8*]', '[8*]C(F)(F)F', '[15*]C1CCCCC1', '[9*]n1c(=O)n(C)c(=O)c2c([16*])c([14*])sc21'}"
2411,OC(c1ccccc1)(c1ccccc1)C1CC1c1ccncc1,BBBP,"{'[8*]C([8*])([8*])O', '[15*]C1CC1[15*]', '[16*]c1ccncc1', '[16*]c1ccccc1'}"
2412,COCCCOc1cc(C[C@@H](C[C@H]([NH3+])[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,ClinTox,"{'[5*]N[5*]', '[4*]CC(C)(C)C(N)=O', '[3*]OC', '[4*]CCC[4*]', '[16*]c1ccc([16*])c([16*])c1', '[3*]O[3*]', '[1*]C(=O)[C@@H](C[C@H](O)[C@@H]([NH3+])C[C@H](C[8*])C(C)C)C(C)C'}"
2413,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,BBBP:Lipo,"{'[1*]C([1*])=O', '[4*]CCC', '[5*]N[5*]', '[12*]S(=O)(=O)c1ccc(Cl)cc1'}"
2414,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,ESOL,"{'[16*]c1ccc(F)cc1', '[9*]n1cncn1', '[8*]CC([8*])([8*])O', '[16*]c1ccccc1F'}"
2415,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N1CCCC1,Lipo,"{'[5*]N[5*]', '[5*]N1CCCC1', '[1*]C(=O)CC[8*]', '[1*]C(=O)[C@@H]([4*])C(C)C', '[16*]c1ccccc1'}"
2416,Cn1c(N)nc(C2CC2c2ccc(-c3ccsc3)cc2)cc1=O,BACE,"{'[14*]c1cc(=O)n(C)c(N)n1', '[15*]C1CC1[15*]', '[16*]c1ccsc1', '[16*]c1ccc([16*])cc1'}"
2417,C/N=C(\S)n1nc(-c2ccc(Cl)cc2)nc1N,Lipo,"{'[16*]c1ccc(Cl)cc1', '[14*]c1nc(N)n(/C(S)=N/C)n1'}"
2418,CS(=O)(=O)c1cccc2c3c([nH]c12)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3,Lipo,"{'[5*]N[5*]', '[15*][C@@H]1CCCC[C@H]1[15*]', '[4*]C1(C#N)CC1', '[5*]N1CCc2[nH]c3c(S(C)(=O)=O)cccc3c2C1', '[1*]C([6*])=O'}"
2419,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,ESOL,"{'[4*]C1([15*])C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C', '[6*]C(=O)CO', '[1*]C(=O)CCCC', '[3*]O[3*]', '[15*]C1([15*])C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C'}"
2420,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,BBBP:Lipo,"{'[5*]N[5*]', '[5*]N([5*])[5*]', '[3*]OC', '[4*]CC[4*]', '[4*]CC', '[16*]c1cc(N)c(Br)cc1[16*]', '[1*]C([6*])=O'}"
2421,C[C@@H]1CN(c2ccccc2)CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1,Lipo,"{'[5*]N[5*]', '[5*]N1CCN([5*])[C@H](C)C1', '[15*][C@@H]1CCCC[C@H]1[15*]', '[4*]C1(C#N)CC1', '[1*]C([6*])=O', '[16*]c1ccccc1'}"
2422,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+][C@@]1(c2cccc(C(C)(C)C)c2)CCc2n[nH]cc2C1,BACE,"{'[5*]N[5*]', '[16*]c1cccc([16*])c1', '[5*][NH2+][5*]', '[16*]c1cc(F)cc(F)c1', '[4*]C[C@@H](O)[C@@H]([4*])C[8*]', '[1*]C(C)=O', '[8*]C(C)(C)C', '[4*][C@@]1([15*])CCc2n[nH]cc2C1'}"
2423,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,BBBP,"{'[16*]c1ccc(Cl)c([16*])c1', '[16*]c1ccc(F)cc1', '[5*]N1CCC([15*])(O)CC1', '[4*]CCCC([8*])[8*]', '[8*]C(F)(F)F'}"
2424,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5,ClinTox,"{'[5*][NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5', '[4*]C[8*]', '[15*]C1CC1'}"
2425,CC(C)N(c1nnc(N)s1)C(C)C,Lipo,"{'[4*]C(C)C', '[5*]N([5*])[5*]', '[14*]c1nnc(N)s1'}"
2426,FC(F)(F)c1nnc2ccc(N3CCCC3)nn12,Lipo,"{'[5*]N1CCCC1', '[8*]C(F)(F)F', '[14*]c1ccc2nnc([14*])n2n1'}"
2427,Nc1sc2c(c1C(=O)NCc1ccccc1)CCCC2,Lipo,"{'[5*]N[5*]', '[4*]C[8*]', '[1*]C([6*])=O', '[16*]c1c(N)sc2c1CCCC2', '[16*]c1ccccc1'}"
2428,Nc1nccs1,ESOL,{'Nc1nccs1'}
2429,CNC(=O)Oc1ccccc1OC(C)C,ESOL,"{'[16*]c1ccccc1[16*]', '[5*]NC', '[4*]C(C)C', '[1*]C([1*])=O', '[3*]O[3*]'}"
2430,CCCCCSc1nc(O)c2sc(N)nc2n1,Lipo,"{'[11*]S[11*]', '[4*]CCCCC', '[14*]c1nc(O)c2sc(N)nc2n1'}"
2431,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,ClinTox:ESOL,"{'[11*]SP(=S)(OC)OC', '[1*]C(=O)CC([4*])C([1*])=O', '[4*]CC', '[3*]O[3*]'}"
2432,OC1(c2ccc(Cl)cc2)c2ccccc2C2=[NH+]CCN21,ClinTox,{'OC1(c2ccc(Cl)cc2)c2ccccc2C2=[NH+]CCN21'}
2433,O=c1c2sccc2n(CC2COc3ccccc3O2)c(=O)n1O,Lipo,"{'[9*]n1c(=O)n(O)c(=O)c2sccc21', '[13*]C1COc2ccccc2O1', '[8*]C[8*]'}"
2434,O=c1[nH]c([C@@H]2CCCN2)nc2c1oc1ccc(Br)cc12,Lipo,"{'[13*][C@@H]1CCCN1', '[14*]c1nc2c(oc3ccc(Br)cc32)c(=O)[nH]1'}"
2435,CC(=O)NNC(=O)CC(O)(c1ccccc1)c1ccccc1,BBBP,"{'[8*]C([8*])(O)CC(=O)NNC(C)=O', '[16*]c1ccccc1'}"
2436,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,Lipo,"{'[8*]CC([8*])[8*]', '[15*]C1CCCCC1', '[13*]C1CCCCN1'}"
